,title,name,catogery,size,region,price,second_feature,third_feature,other
3182,静安晶华园 3室2厅 16000元,静安晶华园,3室2厅,129平米,江宁路租房,16000,高楼层(共33层),低楼层(共5层),低楼层(共5层)
3183,南桥小区 1室1厅 2100元,南桥小区,1室1厅,42平米,川沙租房,2100,中楼层(共5层),1978年建板楼,1978年建板楼
3184,平南一二村 2室2厅 5100元,平南一二村,2室2厅,70平米,古美租房,5100,高楼层(共6层),高楼层(共33层),高楼层(共33层)
3185,陆家嘴花园(二期) 3室2厅 15000元,陆家嘴花园(二期),3室2厅,132平米,源深租房,15000,高楼层(共11层),2005年建塔楼,2005年建塔楼
3186,沿海丽水馨庭(公寓) 3室2厅 3100元,沿海丽水馨庭(公寓),3室2厅,86平米,莘闵别墅租房,3100,高楼层(共13层),中楼层(共5层),中楼层(共5层)
3187,美兰湖中华园 2室1厅 4200元,美兰湖中华园,2室1厅,88平米,罗店租房,4200,低楼层(共6层),1994年建板楼,1994年建板楼
3188,中远两湾城 2室2厅 7800元,中远两湾城,2室2厅,104平米,中远两湾城租房,7800,高楼层(共34层),高楼层(共6层),高楼层(共6层)
3189,复星新苑 1室1厅 4500元,复星新苑,1室1厅,59平米,大华租房,4500,中楼层(共6层),1994年建板楼,1994年建板楼
3190,布鲁斯小镇(公寓) 2室1厅 3500元,布鲁斯小镇(公寓),2室1厅,96平米,惠南租房,3500,低楼层(共14层),高楼层(共11层),高楼层(共11层)
3191,恒大华城梅山苑 2室1厅 5300元,恒大华城梅山苑,2室1厅,64平米,三林租房,5300,高楼层(共6层),2002年建板楼,2002年建板楼
3192,申通公寓 2室1厅 6000元,申通公寓,2室1厅,83平米,周家嘴路租房,6000,高楼层(共24层),高楼层(共13层),高楼层(共13层)
3193,南园小区 1室1厅 8500元,南园小区,1室1厅,78平米,打浦桥租房,8500,高楼层(共24层),2010年建板楼,2010年建板楼
3194,水塘小区 2室1厅 4500元,水塘小区,2室1厅,53平米,真如租房,4500,高楼层(共7层),低楼层(共6层),低楼层(共6层)
3195,梅园四街坊 2室1厅 7300元,梅园四街坊,2室1厅,62平米,源深租房,7300,中楼层(共6层),2011年建板楼,2011年建板楼
3196,新舒苑 3室2厅 1000元,新舒苑,3室2厅,125平米,书院镇租房,1000,高楼层(共4层),高楼层(共34层),高楼层(共34层)
3197,低价出租+业主很诚意+看中可谈+装修简洁+随时约看,樱花园(徐汇),2室1厅,59平米,康健租房,4500,高楼层(共6层),2005年建板楼,2005年建板楼
3198,绿梅二村 2室1厅 3600元,绿梅二村,2室1厅,86平米,莘庄租房,3600,高楼层(共6层),中楼层(共6层),中楼层(共6层)
3199,经纬学府涵青花园(二期) 2室2厅 5300元,经纬学府涵青花园(二期),2室2厅,94平米,上大租房,5300,中楼层(共17层),2000年建板楼,2000年建板楼
3200,祥和星宇花园(公寓) 2室2厅 5500元,祥和星宇花园(公寓),2室2厅,100平米,桃浦租房,5500,低楼层(共5层),低楼层(共14层),低楼层(共14层)
3201,紫祥小区 1室1厅 5200元,紫祥小区,1室1厅,37平米,不夜城租房,5200,高楼层(共7层),2011年建板楼,2011年建板楼
3202,凤凰大厦 2室2厅 14500元,凤凰大厦,2室2厅,164平米,碧云租房,14500,中楼层(共23层),高楼层(共6层),高楼层(共6层)
3203,新浦江城(江桦路200弄) 1室1厅 4100元,新浦江城(江桦路200弄),1室1厅,57平米,浦江租房,4100,中楼层(共11层),1996年建板楼,1996年建板楼
3204,竹园新村(浦东) 2室1厅 4500元,竹园新村(浦东),2室1厅,54平米,源深租房,4500,中楼层(共7层),高楼层(共24层),高楼层(共24层)
3205,绿地蔷薇九里(公寓) 2室2厅 5300元,绿地蔷薇九里(公寓),2室2厅,91平米,松江大学城租房,5300,中楼层(共11层),1996年建塔楼,1996年建塔楼
3206,莲花新村 1室1厅 3300元,莲花新村,1室1厅,45平米,春申租房,3300,低楼层(共6层),高楼层(共24层),高楼层(共24层)
3207,佳安公寓 2室2厅 8800元,佳安公寓,2室2厅,116平米,徐家汇租房,8800,低楼层(共8层),1992年建塔楼,1992年建塔楼
3208,上海春城 4室3厅 9500元,上海春城,4室3厅,186平米,春申租房,9500,低楼层(共9层),高楼层(共7层),高楼层(共7层)
3209,嘉宝梦之缘景庭 2室2厅 3800元,嘉宝梦之缘景庭,2室2厅,103平米,嘉定新城租房,3800,低楼层(共7层),1995年建板楼,1995年建板楼
3240,阳曲小区 1室1厅 3200元,阳曲小区,1室1厅,44平米,彭浦租房,3200,中楼层(共6层),中楼层(共6层),中楼层(共6层)
3241,达城家园 2室2厅 4500元,达城家园,2室2厅,79平米,康桥租房,4500,高楼层(共14层),1987年建板楼,1987年建板楼
3242,虹桥正荣府 4室2厅 10000元,虹桥正荣府,4室2厅,140平米,徐泾租房,10000,高楼层(共15层),高楼层(共14层),高楼层(共14层)
3243,云锦雅苑 2室2厅 1500元,云锦雅苑,2室2厅,83平米,泥城镇租房,1500,低楼层(共6层),2008年建板楼,2008年建板楼
3244,长江大楼 2室1厅 7000元,长江大楼,2室1厅,50平米,北外滩租房,7000,中楼层(共16层),高楼层(共15层),高楼层(共15层)
3245,亚都国际名园 4室2厅 22000元,亚都国际名园,4室2厅,186平米,徐家汇租房,22000,中楼层(共28层),板楼,板楼
3246,上大阳光乾龙苑 1室1厅 3500元,上大阳光乾龙苑,1室1厅,72平米,大场镇租房,3500,高楼层(共6层),低楼层(共6层),低楼层(共6层)
3247,安阁苑 1室1厅 2600元,安阁苑,1室1厅,53平米,周浦租房,2600,高楼层(共6层),2006年建板楼,2006年建板楼
3248,中山元一新苑 2室2厅 13000元,中山元一新苑,2室2厅,115平米,新华路租房,13000,中楼层(共8层),中楼层(共16层),中楼层(共16层)
3249,黎安二村 1室1厅 4000元,黎安二村,1室1厅,50平米,莘庄租房,4000,中楼层(共6层),1985年建塔楼,1985年建塔楼
3250,绿洲香岛花园 2室2厅 5500元,绿洲香岛花园,2室2厅,89平米,莘闵别墅租房,5500,中楼层(共17层),中楼层(共28层),中楼层(共28层)
3251,蔷薇新村 1室1厅 2500元,蔷薇新村,1室1厅,44平米,春申租房,2500,高楼层(共6层),2003年建板楼,2003年建板楼
3252,金机大厦(公寓) 2室1厅 4800元,金机大厦(公寓),2室1厅,52平米,四川北路租房,4800,高楼层(共6层),高楼层(共6层),高楼层(共6层)
3253,星辰园(公寓) 2室2厅 4000元,星辰园(公寓),2室2厅,98平米,松江大学城租房,4000,中楼层(共18层),2001年建板楼,2001年建板楼
3254,大华颐和华城(公寓) 2室2厅 6500元,大华颐和华城(公寓),2室2厅,100平米,万里租房,6500,中楼层(共11层),高楼层(共6层),高楼层(共6层)
3255,和源名城 2室2厅 5200元,和源名城,2室2厅,78平米,彭浦租房,5200,低楼层(共33层),2006年建板楼,2006年建板楼
3256,东湖花园 3室2厅 5500元,东湖花园,3室2厅,116平米,莘庄租房,5500,高楼层(共7层),中楼层(共8层),中楼层(共8层)
3257,云帆雅苑 2室1厅 1000元,云帆雅苑,2室1厅,93平米,泥城镇租房,1000,高楼层(共10层),2002年建板楼,2002年建板楼
3258,金桥酒店公寓 1室2厅 5000元,金桥酒店公寓,1室2厅,63平米,碧云租房,5000,高楼层(共19层),中楼层(共6层),中楼层(共6层)
3259,远雄徐汇园 1室2厅 14000元,远雄徐汇园,1室2厅,77平米,斜土路租房,14000,中楼层(共25层),1995年建板楼,1995年建板楼
3260,锦绣逸庭(公寓) 4室2厅 5500元,锦绣逸庭(公寓),4室2厅,229平米,徐泾租房,5500,中楼层(共13层),中楼层(共17层),中楼层(共17层)
3261,恒阳花苑 3室2厅 10500元,恒阳花苑,3室2厅,115平米,鞍山租房,10500,高楼层(共25层),2009年建板楼,2009年建板楼
3262,中远两湾城 1室2厅 7000元,中远两湾城,1室2厅,67平米,中远两湾城租房,7000,低楼层(共34层),高楼层(共6层),高楼层(共6层)
3263,中宁大厦 3室2厅 12000元,中宁大厦,3室2厅,149平米,中山公园租房,12000,中楼层(共20层),1995年建板楼,1995年建板楼
3264,控江路1200弄 1室0厅 3000元,控江路1200弄,1室0厅,30平米,控江路租房,3000,中楼层(共5层),高楼层(共6层),高楼层(共6层)
3265,嘉华苑(宝山) 3室1厅 5700元,嘉华苑(宝山),3室1厅,81平米,大华租房,5700,低楼层(共6层),1997年建板楼,1997年建板楼
3266,延吉东路82弄 2室1厅 4000元,延吉东路82弄,2室1厅,47平米,黄兴公园租房,4000,中楼层(共6层),中楼层(共18层),中楼层(共18层)
3267,永久城市花园 2室2厅 6300元,永久城市花园,2室2厅,115平米,外高桥租房,6300,高楼层(共13层),2005年建板楼,2005年建板楼
3268,御景园 4室2厅 22000元,御景园,4室2厅,227平米,联洋租房,22000,高楼层(共4层),中楼层(共11层),中楼层(共11层)
3269,金汇丽舍 2室2厅 7900元,金汇丽舍,2室2厅,100平米,金汇租房,7900,中楼层(共11层),2005年建板楼,2005年建板楼
3300,歌林春天馨园 3室2厅 11000元,歌林春天馨园,3室2厅,118平米,大宁租房,11000,高楼层(共6层),高楼层(共6层),高楼层(共6层)
3301,凤凰大厦 1室2厅 10000元,凤凰大厦,1室2厅,80平米,碧云租房,10000,中楼层(共23层),2003年建板楼,2003年建板楼
3302,瑞和苑 2室1厅 3000元,瑞和苑,2室1厅,75平米,周浦租房,3000,高楼层(共14层),中楼层(共23层),中楼层(共23层)
3303,大上海城市花园 2室2厅 10500元,大上海城市花园,2室2厅,110平米,长寿路租房,10500,低楼层(共17层),1998年建板楼,1998年建板楼
3304,尚海湾豪庭 3室2厅 26000元,尚海湾豪庭,3室2厅,180平米,徐汇滨江租房,26000,高楼层(共37层),高楼层(共14层),高楼层(共14层)
3305,海淞苑 4室2厅 10000元,海淞苑,4室2厅,146平米,淞宝租房,10000,低楼层(共15层),板楼,板楼
3306,江桥一村 1室1厅 2900元,江桥一村,1室1厅,45平米,江桥租房,2900,中楼层(共6层),低楼层(共17层),低楼层(共17层)
3307,海上国际花园(一期) 3室2厅 11000元,海上国际花园(一期),3室2厅,136平米,北蔡租房,11000,低楼层(共18层),2004年建板楼,2004年建板楼
3308,玉兰香苑(一期) 3室2厅 7500元,玉兰香苑(一期),3室2厅,113平米,张江租房,7500,高楼层(共6层),高楼层(共37层),高楼层(共37层)
3309,北茶园 2室1厅 8000元,北茶园,2室1厅,55平米,五角场租房,8000,中楼层(共7层),2009年建板楼,2009年建板楼
3310,海运新村 2室1厅 7000元,海运新村,2室1厅,77平米,塘桥租房,7000,低楼层(共18层),低楼层(共15层),低楼层(共15层)
3311,纺大小区 2室2厅 7600元,纺大小区,2室2厅,90平米,新华路租房,7600,低楼层(共24层),2009年建板楼,2009年建板楼
3312,安居古浪新苑 2室2厅 4800元,安居古浪新苑,2室2厅,65平米,桃浦租房,4800,低楼层(共6层),中楼层(共6层),中楼层(共6层)
3313,现代星洲城 2室2厅 8300元,现代星洲城,2室2厅,97平米,周家嘴路租房,8300,高楼层(共15层),1990年建板楼,1990年建板楼
3314,新浦江城(江桦路400弄) 1室1厅 4500元,新浦江城(江桦路400弄),1室1厅,57平米,浦江租房,4500,中楼层(共11层),低楼层(共18层),低楼层(共18层)
3315,佳伟景苑 2室1厅 3700元,佳伟景苑,2室1厅,73平米,曹路租房,3700,低楼层(共6层),2005年建板楼,2005年建板楼
3316,绿地璀璨天城 2室1厅 3100元,绿地璀璨天城,2室1厅,82平米,老闵行租房,3100,低楼层(共24层),高楼层(共6层),高楼层(共6层)
3317,寺前浜 1室1厅 3300元,寺前浜,1室1厅,43平米,金杨租房,3300,低楼层(共6层),2004年建板楼,2004年建板楼
3318,汪家井小区 1室1厅 3500元,汪家井小区,1室1厅,36平米,甘泉宜川租房,3500,低楼层(共6层),中楼层(共7层),中楼层(共7层)
3319,新虹桥明珠花园 4室2厅 6500元,新虹桥明珠花园,4室2厅,181平米,徐泾租房,6500,中楼层(共5层),1997年建板楼,1997年建板楼
3320,百合花苑 4室2厅 9000元,百合花苑,4室2厅,156平米,康健租房,9000,中楼层(共24层),低楼层(共18层),低楼层(共18层)
3321,绿中海明苑(公寓) 3室2厅 5300元,绿中海明苑(公寓),3室2厅,162平米,徐泾租房,5300,高楼层(共11层),1990年建塔楼,1990年建塔楼
3322,中海瀛台 2室2厅 7500元,中海瀛台,2室2厅,88平米,华泾租房,7500,低楼层(共38层),低楼层(共24层),低楼层(共24层)
3323,大桥公寓 2室1厅 2200元,大桥公寓,2室1厅,74平米,西渡租房,2200,高楼层(共5层),1998年建塔楼,1998年建塔楼
3324,枫桥丽舍 2室2厅 4600元,枫桥丽舍,2室2厅,96平米,九亭租房,4600,中楼层(共13层),低楼层(共6层),低楼层(共6层)
3325,泗塘七村 2室1厅 4000元,泗塘七村,2室1厅,72平米,张庙租房,4000,高楼层(共6层),2004年建板楼,2004年建板楼
3326,中大九里德(公寓) 2室2厅 5000元,中大九里德(公寓),2室2厅,88平米,九亭租房,5000,高楼层(共16层),高楼层(共15层),高楼层(共15层)
3327,润江花苑 2室2厅 3800元,润江花苑,2室2厅,100平米,泗泾租房,3800,低楼层(共5层),2002年建板楼,2002年建板楼
3328,唐山路1380弄 1室1厅 4500元,唐山路1380弄,1室1厅,42平米,周家嘴路租房,4500,高楼层(共7层),中楼层(共11层),中楼层(共11层)
3329,中冶尚城 2室2厅 4500元,中冶尚城,2室2厅,89平米,金桥租房,4500,高楼层(共14层),2007年建板楼,2007年建板楼
3360,汪家井小区 1室1厅 3500元,汪家井小区,1室1厅,36平米,甘泉宜川租房,3500,低楼层(共6层),低楼层(共6层),低楼层(共6层)
3361,新虹桥明珠花园 4室2厅 6500元,新虹桥明珠花园,4室2厅,181平米,徐泾租房,6500,中楼层(共5层),1987年建板楼,1987年建板楼
3362,百合花苑 4室2厅 9000元,百合花苑,4室2厅,156平米,康健租房,9000,中楼层(共24层),中楼层(共5层),中楼层(共5层)
3363,绿中海明苑(公寓) 3室2厅 5300元,绿中海明苑(公寓),3室2厅,162平米,徐泾租房,5300,高楼层(共11层),2001年建板楼,2001年建板楼
3364,中海瀛台 2室2厅 7500元,中海瀛台,2室2厅,88平米,华泾租房,7500,低楼层(共38层),中楼层(共24层),中楼层(共24层)
3365,大桥公寓 2室1厅 2200元,大桥公寓,2室1厅,74平米,西渡租房,2200,高楼层(共5层),1994年建塔楼,1994年建塔楼
3366,枫桥丽舍 2室2厅 4600元,枫桥丽舍,2室2厅,96平米,九亭租房,4600,中楼层(共13层),高楼层(共11层),高楼层(共11层)
3367,泗塘七村 2室1厅 4000元,泗塘七村,2室1厅,72平米,张庙租房,4000,高楼层(共6层),2009年建板楼,2009年建板楼
3368,中大九里德(公寓) 2室2厅 5000元,中大九里德(公寓),2室2厅,88平米,九亭租房,5000,高楼层(共16层),低楼层(共38层),低楼层(共38层)
3369,润江花苑 2室2厅 3800元,润江花苑,2室2厅,100平米,泗泾租房,3800,低楼层(共5层),2010年建板楼,2010年建板楼
3370,唐山路1380弄 1室1厅 4500元,唐山路1380弄,1室1厅,42平米,周家嘴路租房,4500,高楼层(共7层),高楼层(共5层),高楼层(共5层)
3371,中冶尚城 2室2厅 4500元,中冶尚城,2室2厅,89平米,金桥租房,4500,高楼层(共14层),1998年建板楼,1998年建板楼
3372,保利湖畔阳光苑 3室2厅 3800元,保利湖畔阳光苑,3室2厅,120平米,嘉定新城租房,3800,中楼层(共18层),中楼层(共13层),中楼层(共13层)
3373,东园二村 1室1厅 4800元,东园二村,1室1厅,36平米,陆家嘴租房,4800,高楼层(共6层),2006年建板楼,2006年建板楼
3374,日晖六村 1室0厅 4000元,日晖六村,1室0厅,31平米,斜土路租房,4000,中楼层(共5层),高楼层(共6层),高楼层(共6层)
3375,晨兴公寓 3室2厅 3200元,晨兴公寓,3室2厅,115平米,夏阳租房,3200,中楼层(共6层),1995年建板楼,1995年建板楼
3376,首创锦悦 3室2厅 2800元,首创锦悦,3室2厅,98平米,松江大学城租房,2800,低楼层(共7层),高楼层(共16层),高楼层(共16层)
3377,新金山花园 2室2厅 4000元,新金山花园,2室2厅,80平米,颛桥租房,4000,高楼层(共6层),2010年建板楼,2010年建板楼
3378,凌兆新村(上浦路165弄) 2室1厅 4500元,凌兆新村(上浦路165弄),2室1厅,68平米,三林租房,4500,高楼层(共6层),低楼层(共5层),低楼层(共5层)
3379,永泰花苑 2室1厅 5200元,永泰花苑,2室1厅,74平米,三林租房,5200,低楼层(共11层),2006年建板楼,2006年建板楼
3380,玉兰花苑 2室2厅 9000元,玉兰花苑,2室2厅,70平米,徐家汇租房,9000,中楼层(共23层),高楼层(共7层),高楼层(共7层)
3381,景谷苑 3室2厅 4000元,景谷苑,3室2厅,115平米,老闵行租房,4000,中楼层(共6层),1988年建板楼,1988年建板楼
3382,兴银花园 2室2厅 5000元,兴银花园,2室2厅,103平米,颛桥租房,5000,低楼层(共6层),高楼层(共14层),高楼层(共14层)
3383,东亚启航公馆 2室1厅 2000元,东亚启航公馆,2室1厅,79平米,川沙租房,2000,中楼层(共11层),2010年建板楼,2010年建板楼
3384,康悦亚洲花园 3室2厅 6000元,康悦亚洲花园,3室2厅,125平米,彭浦租房,6000,低楼层(共18层),中楼层(共18层),中楼层(共18层)
3385,公元新村 2室1厅 3200元,公元新村,2室1厅,58平米,周浦租房,3200,中楼层(共5层),2012年建板楼,2012年建板楼
3386,尼德兰花园(二期) 2室1厅 5000元,尼德兰花园(二期),2室1厅,88平米,外高桥租房,5000,低楼层(共13层),高楼层(共6层),高楼层(共6层)
3387,同济蓬莱家园 2室2厅 9500元,同济蓬莱家园,2室2厅,93平米,蓬莱公园租房,9500,低楼层(共27层),1987年建板楼,1987年建板楼
3388,芳华路268弄 2室1厅 4800元,芳华路268弄,2室1厅,55平米,北蔡租房,4800,高楼层(共6层),中楼层(共5层),中楼层(共5层)
3389,永业小区 2室1厅 4500元,永业小区,2室1厅,65平米,金桥租房,4500,高楼层(共6层),1958年建板楼,1958年建板楼
3420,众旺苑 2室2厅 2600元,众旺苑,2室2厅,90平米,南桥租房,2600,高楼层(共6层),高楼层(共6层),高楼层(共6层)
3421,中凯城市之光(静安) 1室2厅 9500元,中凯城市之光(静安),1室2厅,56平米,南京西路租房,9500,高楼层(共34层),2011年建板楼,2011年建板楼
3422,泰德花苑 3室2厅 13500元,泰德花苑,3室2厅,142平米,徐家汇租房,13500,高楼层(共32层),高楼层(共34层),高楼层(共34层)
3423,第九城市(一期) 3室2厅 16000元,第九城市(一期),3室2厅,178平米,联洋租房,16000,低楼层(共18层),2003年建塔楼,2003年建塔楼
3424,嘉亭菁苑 3室2厅 7300元,嘉亭菁苑,3室2厅,136平米,安亭租房,7300,高楼层(共27层),高楼层(共32层),高楼层(共32层)
3425,汇康公寓 4室2厅 4800元,汇康公寓,4室2厅,94平米,周浦租房,4800,高楼层(共6层),1999年建塔楼,1999年建塔楼
3426,皇家花园 3室2厅 18500元,皇家花园,3室2厅,151平米,虹桥租房,18500,低楼层(共20层),低楼层(共18层),低楼层(共18层)
3427,九龙仓滨江壹十八 4室2厅 55000元,九龙仓滨江壹十八,4室2厅,236平米,塘桥租房,55000,高楼层(共18层),2004年建板楼,2004年建板楼
3428,御景园 4室2厅 16000元,御景园,4室2厅,173平米,联洋租房,16000,高楼层(共4层),高楼层(共27层),高楼层(共27层)
3429,上海源花城 3室2厅 5200元,上海源花城,3室2厅,124平米,九亭租房,5200,低楼层(共11层),2011年建板楼,2011年建板楼
3430,东安一村 2室1厅 6800元,东安一村,2室1厅,60平米,徐家汇租房,6800,低楼层(共9层),高楼层(共6层),高楼层(共6层)
3431,中邦城市 3室2厅 6200元,中邦城市,3室2厅,117平米,康桥租房,6200,低楼层(共14层),2005年建板楼,2005年建板楼
3432,阳城贵都 2室2厅 7500元,阳城贵都,2室2厅,100平米,阳城租房,7500,高楼层(共10层),低楼层(共20层),低楼层(共20层)
3433,裕德路66弄 1室0厅 4300元,裕德路66弄,1室0厅,33平米,徐家汇租房,4300,高楼层(共7层),2007年建板楼,2007年建板楼
3434,天际花园 3室2厅 15000元,天际花园,3室2厅,142平米,徐家汇租房,15000,高楼层(共30层),高楼层(共18层),高楼层(共18层)
3435,紫光大厦 3室2厅 16000元,紫光大厦,3室2厅,157平米,陆家嘴租房,16000,中楼层(共25层),板楼,板楼
3436,新世纪花苑(一期)(浦东) 1室1厅 4000元,新世纪花苑(一期)(浦东),1室1厅,50平米,世博租房,4000,中楼层(共7层),高楼层(共4层),高楼层(共4层)
3437,江临天下 3室2厅 19000元,江临天下,3室2厅,197平米,陆家嘴租房,19000,中楼层(共35层),2002年建板楼,2002年建板楼
3438,中芯花园(公寓) 2室2厅 9000元,中芯花园(公寓),2室2厅,101平米,张江租房,9000,低楼层(共11层),低楼层(共11层),低楼层(共11层)
3439,华苑大厦 2室1厅 15000元,华苑大厦,2室1厅,154平米,徐家汇租房,15000,高楼层(共29层),2008年建板楼,2008年建板楼
3440,海潮新村 1室0厅 3800元,海潮新村,1室0厅,27平米,蓬莱公园租房,3800,中楼层(共6层),低楼层(共9层),低楼层(共9层)
3441,江临天下 4室2厅 23900元,江临天下,4室2厅,196平米,陆家嘴租房,23900,高楼层(共35层),1988年建板楼,1988年建板楼
3442,米兰诺贵都 2室2厅 2600元,米兰诺贵都,2室2厅,89平米,泗泾租房,2600,低楼层(共19层),低楼层(共14层),低楼层(共14层)
3443,嘉尚坊 2室1厅 4500元,嘉尚坊,2室1厅,62平米,丰庄租房,4500,中楼层(共6层),2006年建板楼,2006年建板楼
3444,万安路376号 3室1厅 6500元,万安路376号,3室1厅,65平米,江湾镇租房,6500,低楼层(共6层),高楼层(共10层),高楼层(共10层)
3445,文翔名苑(公寓) 3室2厅 3800元,文翔名苑(公寓),3室2厅,89平米,松江大学城租房,3800,低楼层(共5层),2009年建板楼,2009年建板楼
3446,欣梅苑 3室2厅 2500元,欣梅苑,3室2厅,116平米,宣桥租房,2500,高楼层(共6层),高楼层(共7层),高楼层(共7层)
3447,蔷薇新村 3室1厅 3800元,蔷薇新村,3室1厅,66平米,春申租房,3800,中楼层(共6层),1994年建板楼,1994年建板楼
3448,静安晶华园 2室2厅 13000元,静安晶华园,2室2厅,111平米,江宁路租房,13000,低楼层(共33层),高楼层(共30层),高楼层(共30层)
3449,绿洲雅宾利花园(二期) 2室2厅 11000元,绿洲雅宾利花园(二期),2室2厅,82平米,西藏北路租房,11000,低楼层(共29层),2004年建板楼,2004年建板楼
3480,东方城市花园(二期) 2室2厅 10000元,东方城市花园(二期),2室2厅,121平米,塘桥租房,10000,低楼层(共24层),低楼层(共24层),低楼层(共24层)
3481,慧华东苑 2室2厅 4200元,慧华东苑,2室2厅,81平米,上大租房,4200,高楼层(共6层),2005年建板楼,2005年建板楼
3482,金瓯万国大厦 3室2厅 14000元,金瓯万国大厦,3室2厅,148平米,人民广场租房,14000,高楼层(共28层),高楼层(共6层),高楼层(共6层)
3483,新南家园 3室2厅 4500元,新南家园,3室2厅,135平米,西渡租房,4500,低楼层(共16层),2011年建板楼,2011年建板楼
3484,环镇北路500弄 1室1厅 3200元,环镇北路500弄,1室1厅,44平米,大场镇租房,3200,高楼层(共6层),高楼层(共28层),高楼层(共28层)
3485,润江花苑 3室2厅 4600元,润江花苑,3室2厅,124平米,泗泾租房,4600,高楼层(共11层),1999年建板楼,1999年建板楼
3486,江海花园 3室3厅 2800元,江海花园,3室3厅,142平米,南桥租房,2800,高楼层(共6层),低楼层(共16层),低楼层(共16层)
3487,贝港一区 3室1厅 2000元,贝港一区,3室1厅,91平米,南桥租房,2000,中楼层(共5层),2005年建板楼,2005年建板楼
3488,永清新村 1室1厅 2800元,永清新村,1室1厅,40平米,淞宝租房,2800,低楼层(共6层),高楼层(共6层),高楼层(共6层)
3489,近地铁江苏路2/11号线900米，温馨两房，有钥匙,绿地海怡公寓,2室1厅,68平米,中山公园租房,8000,高楼层(共28层),1995年建板楼,1995年建板楼
3490,梅陇九村 1室1厅 3200元,梅陇九村,1室1厅,44平米,华东理工租房,3200,高楼层(共6层),高楼层(共11层),高楼层(共11层)
3491,品尊国际 2室2厅 11000元,品尊国际,2室2厅,97平米,真如租房,11000,中楼层(共36层),2007年建板楼,2007年建板楼
3492,阳明新城 2室2厅 6000元,阳明新城,2室2厅,74平米,周家嘴路租房,6000,中楼层(共35层),高楼层(共6层),高楼层(共6层)
3493,虹桥万博花园 1室2厅 10000元,虹桥万博花园,1室2厅,69平米,中山公园租房,10000,高楼层(共28层),2000年建板楼,2000年建板楼
3494,菊泉新城(菊泉街39弄) 2室2厅 2700元,菊泉新城(菊泉街39弄),2室2厅,83平米,顾村租房,2700,中楼层(共14层),中楼层(共5层),中楼层(共5层)
3495,解放新村 3室2厅 2000元,解放新村,3室2厅,131平米,南桥租房,2000,高楼层(共6层),1996年建板楼,1996年建板楼
3496,建工天峰公寓 2室1厅 6000元,建工天峰公寓,2室1厅,82平米,曲阳租房,6000,中楼层(共6层),低楼层(共6层),低楼层(共6层)
3497,万科金色领域 3室2厅 3700元,万科金色领域,3室2厅,83平米,菊园新区租房,3700,低楼层(共18层),1988年建板楼,1988年建板楼
3498,虹南大楼 3室1厅 8500元,虹南大楼,3室1厅,82平米,新华路租房,8500,中楼层(共20层),高楼层(共28层),高楼层(共28层)
3499,泰和新城 2室1厅 3500元,泰和新城,2室1厅,72平米,顾村租房,3500,低楼层(共6层),2004年建板楼,2004年建板楼
3500,金轩公寓 2室2厅 10000元,金轩公寓,2室2厅,111平米,徐家汇租房,10000,高楼层(共23层),高楼层(共6层),高楼层(共6层)
3501,南大路180弄 2室2厅 3500元,南大路180弄,2室2厅,95平米,大场镇租房,3500,高楼层(共7层),1994年建板楼,1994年建板楼
3502,世茂滨江花园 2室2厅 18500元,世茂滨江花园,2室2厅,135平米,陆家嘴租房,18500,中楼层(共56层),中楼层(共36层),中楼层(共36层)
3503,政通路100弄 2室0厅 6300元,政通路100弄,2室0厅,65平米,五角场租房,6300,中楼层(共6层),2009年建板楼,2009年建板楼
3504,名都城(公寓) 3室2厅 18500元,名都城(公寓),3室2厅,157平米,金虹桥租房,18500,中楼层(共17层),中楼层(共35层),中楼层(共35层)
3505,天鸿公寓 3室2厅 11000元,天鸿公寓,3室2厅,118平米,金虹桥租房,11000,高楼层(共22层),塔楼,塔楼
3506,万科假日风景(公寓) 3室2厅 7200元,万科假日风景(公寓),3室2厅,128平米,莘庄租房,7200,中楼层(共18层),高楼层(共28层),高楼层(共28层)
3507,昭化东路73号 1室1厅 5000元,昭化东路73号,1室1厅,34平米,镇宁路租房,5000,中楼层(共6层),2005年建板楼,2005年建板楼
3508,九城湖滨国际 3室2厅 8500元,九城湖滨国际,3室2厅,129平米,九亭租房,8500,高楼层(共14层),中楼层(共14层),中楼层(共14层)
3509,岭南苑(凌兆路99弄) 3室2厅 7500元,岭南苑(凌兆路99弄),3室2厅,133平米,三林租房,7500,高楼层(共6层),2005年建板楼,2005年建板楼
3540,御桥花园 2室1厅 3500元,御桥花园,2室1厅,67平米,御桥租房,3500,高楼层(共14层),高楼层(共14层),高楼层(共14层)
3541,锦绣江南(四期) 2室2厅 13000元,锦绣江南(四期),2室2厅,113平米,金汇租房,13000,低楼层(共12层),2005年建塔楼,2005年建塔楼
3542,仁恒河滨城 2室2厅 13000元,仁恒河滨城,2室2厅,87平米,联洋租房,13000,低楼层(共30层),低楼层(共12层),低楼层(共12层)
3543,振兴小区(徐汇) 1室1厅 5200元,振兴小区(徐汇),1室1厅,38平米,徐家汇租房,5200,中楼层(共6层),2005年建板楼,2005年建板楼
3544,青年路25弄 1室1厅 4000元,青年路25弄,1室1厅,42平米,七宝租房,4000,中楼层(共6层),低楼层(共30层),低楼层(共30层)
3545,红旗小区 2室1厅 2300元,红旗小区,2室1厅,56平米,老闵行租房,2300,高楼层(共6层),2009年建板楼,2009年建板楼
